Title,Published_date,Views,Likes,Dislikes,Comments
Ed Sheeran - Shape of You (Live on the Honda Stage at the iHeartRadio Theater NY),2017-03-10T15:17:09Z,12474021,231116,0,5430
Ed Sheeran  - The A Team (Live on the Honda Stage at the iHeartRadio Theater NY),2017-03-10T15:17:08Z,2040516,38329,0,1023
Ed Sheeran - Save Myself [Official Audio],2017-03-03T07:13:18Z,63690174,385149,0,8596
Ed Sheeran - Nancy Mulligan [Official Audio],2017-03-03T07:13:01Z,112877671,563671,0,16775
Ed Sheeran - Bibia Be Ye Ye [Official Audio],2017-03-03T07:12:42Z,38040709,240409,0,5512
Ed Sheeran - Barcelona [Official Audio],2017-03-03T07:12:21Z,62603402,332703,0,11453
Ed Sheeran - Supermarket Flowers [Official Audio],2017-03-03T07:11:55Z,150426240,829979,0,31020
Ed Sheeran - How Would You Feel (Paean) [Official Audio],2017-03-03T07:11:36Z,121204051,430121,0,8611
Ed Sheeran - What Do I Know? [Official Audio],2017-03-03T07:11:14Z,108817822,524033,0,9403
Ed Sheeran - Hearts Don't Break Round Here [Official Audio],2017-03-03T07:10:45Z,63942282,275254,0,4306
Ed Sheeran - New Man [Official Audio],2017-03-03T07:10:23Z,68159069,324060,0,6252
Ed Sheeran - Happier [Official Audio],2017-03-03T07:10:00Z,143706943,743197,0,19906
Ed Sheeran - Dive [Official Audio],2017-03-03T07:08:46Z,244180346,1060097,0,21009
Ed Sheeran - Eraser [Official Audio],2017-03-03T07:08:21Z,61378531,376184,0,10216
Ed Sheeran – Castle On The Hill & Shape Of You feat. Stormzy [Live from the Brit Awards 2017],2017-02-23T11:33:12Z,33599313,475984,0,11700
Ed Sheeran - How Would You Feel (Paean) [Live Acoustic Session],2017-02-17T10:00:33Z,68393165,831142,0,26682
Ed Sheeran - Shape of You (Official Music Video),2017-01-30T10:57:50Z,6012805414,31653886,0,1137512
Ed Sheeran - Castle On The Hill [Official Music Video],2017-01-23T11:21:26Z,527829094,3019629,0,89132
Ed Sheeran - Shape Of You [Official Lyric Video],2017-01-06T04:59:03Z,921323487,4897104,0,157745
Ed Sheeran - Castle On The Hill [Official Lyric Video],2017-01-06T04:58:46Z,376353398,2026099,0,59689
Ed Sheeran - Touch and Go [Official Audio],2015-11-13T09:48:26Z,10044903,133703,0,4520
Rudimental Feat. Ed Sheeran Lay It All On Me [Official Audio],2015-11-07T10:00:01Z,10673198,102287,0,2120
Ed Sheeran - I'm A Mess [Live From Wembley Stadium],2015-10-15T14:00:49Z,3224284,67349,0,2069
Ed Sheeran - See Ed on the #EdCarpet...,2015-10-12T18:07:16Z,413664,21202,0,621
2015 MTV EMA - Official Promo - Ed Sheeran and Ruby Rose,2015-10-02T12:15:06Z,830527,41451,0,824
Ed Sheeran - Jumpers For Goalposts [Official Trailer],2015-09-17T05:00:57Z,3264193,75366,0,1963
Ed Sheeran - Photograph (Official Music Video),2015-05-10T00:40:11Z,1300231057,6808426,0,171453
Ed Sheeran & Emil Nava - [Bloodstream Exclusive Behind the Scenes - YTMAs],2015-04-08T20:07:55Z,436085,13198,0,369
Ed Sheeran & Rudimental - Bloodstream [Official Behind the Scenes  YTMAs],2015-03-23T17:02:22Z,578628,10200,0,200
Ed Sheeran & Rudimental­ - Bloodstream [Official Music Video­ YTMAs],2015-03-23T17:00:15Z,30888309,223292,0,6053
Ed Sheeran & Rudimental - Bloodstream [Official Teaser - YTMAs],2015-03-17T15:00:22Z,787195,23038,0,558
Ed Sheeran - x Tour Diaries [Birthday Special],2015-03-05T11:11:56Z,653240,25340,0,614
Ed Sheeran - YouTube Music Awards Thankyou!,2015-03-02T18:28:15Z,466456,39874,0,1212
Ed Sheeran - Thinking Out Loud [Official Fan Video],2015-02-04T17:53:30Z,1990671,77324,0,1564
Ed Sheeran - Thinking Out Loud (x Acoustic Session),2014-12-17T16:41:43Z,79649185,729837,0,13793
Ed Sheeran - x Tour Diaries (Part 3),2014-11-20T14:30:11Z,919185,14708,0,622
Ed Sheeran - Thinking Out Loud (Behind The Scenes),2014-10-13T13:56:52Z,28692029,282935,0,7729
Ed Sheeran - Thinking Out Loud (Official Music Video),2014-10-07T13:57:37Z,3612909844,14628977,0,368486
Subscribe to Ed's Channel!,2014-10-02T16:08:11Z,2156059,5872,0,162
Ed plays 'Thinking Out Loud' to cats: x Tour Diary (Part 2),2014-09-04T23:45:00Z,3881812,61475,0,2324
Ed plays 'Spray Tan Bingo': x Tour Diary (Part I),2014-08-21T21:56:39Z,1100951,19974,0,784
Ed Sheeran - Don't (Remix ft. Rick Ross) [Official Audio],2014-08-18T14:05:42Z,4696104,45136,0,1654
Ed Sheeran - Don't [Official Music Video],2014-08-04T13:59:01Z,199911300,999728,0,21779
Ed plays on top of the Empire State Building for Multiply Day!,2014-06-26T20:48:20Z,628087,9675,0,255
Ed Sheeran - I'm A Mess (x Acoustic Sessions),2014-06-26T19:30:09Z,47282649,357065,0,8641
Ed Sheeran - The Man [Official Audio],2014-06-19T07:15:40Z,18931048,86036,0,2919
Ed Sheeran - Thinking Out Loud [Official Audio],2014-06-18T08:40:08Z,49908778,209138,0,6445
Ed Sheeran - Bloodstream [Official Audio],2014-06-17T08:50:53Z,72425417,301204,0,7104
Ed Sheeran - Afire Love [Official Audio],2014-06-16T08:55:31Z,79174568,347861,0,9286
Ed Sheeran - Don't [Official Audio],2014-06-13T09:10:02Z,77195430,452180,0,9363
Ed Sheeran - Sing [Official Music Video],2014-05-23T14:00:05Z,228219566,1174709,0,27137
Ed Sheeran - Sing (Live at TFIOS Premiere),2014-05-19T22:00:46Z,703487,14042,0,347
Ed Sheeran - All Of The Stars (Live at TFIOS Premiere),2014-05-19T22:00:46Z,2122301,38962,0,1007
Ed Sheeran - Multiply Live in Dublin (Full Live Show),2014-05-10T09:20:30Z,18238678,147807,0,7911
Ed Sheeran - All Of The Stars [Official Music Video],2014-05-09T16:59:02Z,154887360,1020246,0,24571
Ed Sheeran: UK & Ireland Multiply Tour (Part 2),2014-05-05T18:58:26Z,195906,3662,0,102
Ed Sheeran: UK & Ireland Multiply Tour (Part 1),2014-05-05T13:26:52Z,261248,5658,0,152
Ed Sheeran - One [Official Music Video],2014-05-02T11:54:39Z,164802915,792389,0,17670
Ed Sheeran: Sing Launch & Interview with JacksGap,2014-04-07T20:51:54Z,830764,15223,0,639
Ed Sheeran - Sing [Official Audio],2014-04-07T18:39:02Z,28724354,223775,0,7809
Ed Sheeran - Sing [Official Preview],2014-04-05T19:00:05Z,1271361,36297,0,2388
Ed Sheeran: Tour Diary 2014,2014-02-17T17:07:53Z,428455,12331,0,683
Ed Sheeran - Wake Me Up (Live From The Artist's Den),2013-08-20T23:38:01Z,4412618,47484,0,1968
Custom Charity Guitar Update!,2013-07-08T15:56:14Z,293055,14683,0,0
Ed Sheeran: US Tour Diary 2013 (Part 6),2013-04-25T02:27:09Z,433327,10242,0,1035
Ed Sheeran: US Tour Diary 2013 (Part 5),2013-04-17T17:42:10Z,374966,9037,0,862
Ed Sheeran: US Tour Diary 2013 (Part 4),2013-03-11T14:30:05Z,554648,11467,0,1213
Ed Sheeran: US Tour Diary 2013 (Part 3),2013-03-04T20:23:19Z,401880,9584,0,1262
Ed Sheeran: US Tour Diary 2013 (Part 2),2013-02-19T15:50:48Z,395356,10632,0,1569
Ed Sheeran: US Tour Diary 2013 (Part 1),2013-02-09T20:18:23Z,461035,11002,0,1497
Ed Sheeran: UK & Ireland 2012 Tour Diary,2013-01-20T17:00:12Z,273116,8666,0,1019
Ed Sheeran: UK Tour Diary (Part 3),2013-01-13T13:15:25Z,579671,13368,0,1588
Ed Sheeran: UK Tour Diary (Part 2),2013-01-06T21:06:37Z,386649,11427,0,1130
Ed Sheeran: UK Tour Diary (Part 1),2013-01-01T13:31:56Z,948421,28833,0,3211
Ed Sheeran - Give Me Love [Official Fan Video],2012-12-19T09:41:08Z,1150707,32063,0,2103
Ed Sheeran - Give Me Love (Live at Electric Picnic Festival),2012-11-19T14:18:57Z,1964372,27565,0,1695
Ed Sheeran - Give Me Love (Official Music Video),2012-11-09T20:00:09Z,660235516,2957077,0,92653
Ed Sheeran - Give Me Love (New Machine Remix ft. Mic Righteous) [Official Audio],2012-11-02T13:10:36Z,477279,6277,0,409
Ed Sheeran - Give Me Love (True Tiger Remix) [Official Audio],2012-11-02T13:10:26Z,893987,10236,0,404
Ed Sheeran - Small Bump [Official Music Video],2012-05-10T18:59:27Z,125822354,559978,0,32700
Ed Sheeran - Drunk [Official Music Video],2012-01-20T15:49:17Z,112862389,509821,0,32982
Ed Sheeran - Drunk [Official Fan Video],2012-01-20T10:16:51Z,5399150,44309,0,7249
Ed Sheeran - Lego House (Behind The Scenes),2011-11-01T10:57:43Z,5220447,76901,0,3946
Ed Sheeran - Lego House [Official Music Video],2011-10-20T11:57:55Z,314753879,1821313,0,193011
Ed Sheeran - Lego House (Subscape Remix) [Official Audio],2011-10-12T11:02:06Z,513113,3719,0,209
Ed Sheeran - Lego House (The Prototypes Remix) [Official Audio],2011-10-12T11:00:40Z,192977,2063,0,165
Ed Sheeran - Lego House (Gosling Remix ft. P Money) [Official Audio],2011-10-03T15:45:09Z,3246112,13188,0,1176
Ed Sheeran - Lego House (Acoustic Boat Sessions),2011-09-29T09:36:36Z,13537482,110973,0,6016
Ed Sheeran: YouTube Music Tuesday Takeover,2011-09-12T17:51:07Z,254638,2771,0,184
Ed Sheeran - You Need Me (True Tiger Remix ft. Dot Rotten & Scrufizzer) [Official Music Video],2011-09-01T12:14:52Z,4567475,32242,0,1465
"Ed Sheeran - You Need Me, I Don't Need You (Remix ft. Wretch 32 & Devlin) [Official Audio]",2011-08-09T12:08:06Z,714830,4387,0,214
"Ed Sheeran - You Need Me, I Don't Need You (Gemini Remix) [Official Audio]",2011-08-04T09:30:58Z,201998,2252,0,79
"Ed Sheeran - You Need Me, I Don't Need You (Loadstar Remix) [Official Audio]",2011-08-04T09:26:30Z,197892,1611,0,71
"Ed Sheeran - You Need Me, I Don't Need You (Culprate Remix) [Official Audio]",2011-07-27T13:24:25Z,222507,2223,0,241
"Ed Sheeran - You Need Me, I Don't Need You [Official Music Video]",2011-07-19T16:11:37Z,59971488,446707,0,25218
Ed Sheeran - Small Bump (Acoustic Boat Sessions),2011-07-05T12:12:41Z,21732791,165984,0,12341
Ed Sheeran: Tour Diary 2011 (Part 3),2011-06-27T15:59:00Z,386582,5202,0,560
Ed Sheeran: Tour Diary 2011 (Part 2),2011-06-06T15:43:51Z,388039,4215,0,371
Ed Sheeran: Tour Diary 2011 (Part 1),2011-05-24T15:00:51Z,750477,6819,0,701
Ed Sheeran - The A Team (Acoustic Boat Sessions),2011-05-10T13:29:39Z,16180361,165578,0,9343
Ed Sheeran - The A Team (True Tiger Remix) [Official Audio],2011-04-28T17:23:12Z,857325,5570,0,443
Ed Sheeran - The A Team (Koan Sound Remix) [Official Audio],2011-04-28T11:07:22Z,993867,8949,0,770
Ed Sheeran - Wayfaring Stranger (Live),2011-04-07T09:13:38Z,22596208,202771,0,14122
Ed Sheeran - The A Team [Official Music Video],2010-04-22T20:28:09Z,362454615,1694775,0,76672
